Date,Open,High,Low,Close,Volume,Adj Close
2015-05-14,109.725,113.3998,109.725,111.8255,638600,90.7257
2015-05-13,108.15,111.2996,107.6249,109.725,968200,89.0216
2015-05-12,104.475,109.725,102.585,109.725,2375100,89.0216
2015-05-11,117.6004,118.1252,110.25,110.25,1514900,89.4475
2015-05-08,127.5747,129.1502,118.1252,118.1252,3306200,95.8368
2015-05-07,130.1997,132.30,126.5251,126.5251,868100,102.6518
2015-05-06,128.0995,130.7245,127.0499,130.7245,493600,106.0588
2015-05-05,130.1997,132.30,128.6254,128.6254,669700,104.3558
2015-05-04,132.8248,132.8248,129.1502,130.1997,538900,105.6331
2015-04-30,128.6254,132.8248,128.6254,130.7245,1192700,106.0588
2015-04-29,129.1502,130.1997,126.0003,128.6254,929600,104.3558
2015-04-28,128.0995,131.2504,127.5747,128.0995,618700,103.9291
2015-04-27,129.1502,130.7245,124.4248,128.0995,1142500,103.9291
2015-04-24,129.6749,130.7245,126.5251,127.5747,1107800,103.5033
2015-04-23,132.8248,133.3496,128.0995,129.1502,1176400,104.7815
2015-04-22,129.1502,131.2504,126.0003,131.2504,958000,106.4855
2015-04-21,139.1245,140.6999,127.5747,128.0995,3273200,103.9291
2015-04-20,130.1997,138.0749,130.1997,137.0253,1888100,111.1708
2015-04-17,131.2504,135.4498,130.1997,132.30,1656000,107.337
2015-04-16,126.5251,134.4003,126.0003,132.30,2488200,107.337
2015-04-15,127.0499,128.0995,124.9496,126.0003,662900,102.226
2015-04-14,129.1502,129.1502,127.0499,127.0499,578600,103.0776
2015-04-13,129.1502,129.1502,125.4755,129.1502,884400,104.7815
2015-04-10,127.5747,128.6254,124.4248,126.5251,1124300,102.6518
2015-04-09,130.1997,130.1997,124.9496,124.9496,1745400,101.3736
2015-04-08,123.90,131.2504,123.90,130.1997,1496500,105.6331
2015-04-07,127.5747,127.5747,123.3753,124.4248,769400,100.9478
2015-04-06,125.4755,125.4755,125.4755,125.4755,000,101.8002
2015-04-03,125.4755,125.4755,125.4755,125.4755,000,101.8002
2015-04-02,126.0003,128.0995,124.9496,125.4755,1047900,101.8002
2015-04-01,124.4248,127.0499,123.3753,126.0003,1758700,102.226
2015-03-31,122.8505,124.4248,121.275,124.4248,2007800,100.9478
2015-03-30,119.6995,119.6995,111.2996,116.5497,1346700,94.5586
2015-03-27,120.7502,121.275,117.6004,118.6499,640900,96.2625
2015-03-26,114.4505,121.7998,114.4505,119.6995,1324200,97.1141
2015-03-25,122.8505,123.3753,115.5001,117.6004,1523800,95.411
2015-03-24,121.7998,122.8505,119.1747,122.8505,1049800,99.6705
2015-03-23,123.3753,123.3753,120.2254,120.7502,782600,97.9665
2015-03-20,124.4248,124.9496,121.275,121.7998,1188000,98.8181
2015-03-19,121.7998,124.4248,120.2254,122.8505,2063500,99.6705
2015-03-18,118.6499,125.4755,117.6004,120.7502,2636000,97.9665
2015-03-17,121.7998,121.7998,117.6004,118.1252,1902400,95.8368
2015-03-16,113.9246,113.9246,113.9246,113.9246,000,92.4288
2015-03-13,117.0745,119.1747,113.9246,113.9246,2885500,92.4288
2015-03-12,111.2996,116.5497,109.725,116.5497,4303000,94.5586
2015-03-11,107.10,110.25,105.525,109.20,1420900,88.5956
2015-03-10,113.3998,113.9246,108.15,108.15,2101100,87.7437
2015-03-09,111.8255,114.4505,109.725,114.4505,1554000,92.8555
2015-03-06,109.20,113.9246,107.10,111.8255,2984200,90.7257
2015-03-05,108.15,110.25,106.575,108.15,1827700,87.7437
2015-03-04,102.375,109.20,102.165,108.15,4189500,87.7437
2015-03-03,102.48,102.48,100.80,102.165,773300,82.8881
2015-03-02,101.85,103.425,101.43,101.64,1439500,82.4621
2015-02-27,101.325,101.325,101.325,101.325,000,82.2066
2015-02-26,99.75,101.745,99.225,101.325,1593200,82.2066
2015-02-25,97.65,100.17,97.23,99.645,1245800,80.8436
2015-02-24,97.65,98.175,96.81,97.125,443700,78.799
2015-02-23,96.705,96.705,96.705,96.705,000,78.4583
2015-02-20,96.705,96.705,96.705,96.705,000,78.4583
2015-02-19,96.705,96.705,96.705,96.705,000,78.4583
2015-02-18,96.705,96.705,96.705,96.705,000,78.4583
2015-02-17,96.705,96.705,96.705,96.705,000,78.4583
2015-02-16,96.705,96.705,96.705,96.705,000,78.4583
2015-02-13,97.44,97.44,96.285,96.705,251700,78.4583
2015-02-12,96.705,97.44,96.39,96.495,242000,78.2879
2015-02-11,97.65,97.86,96.18,96.705,440600,78.4583
2015-02-10,98.175,99.33,96.915,96.915,727000,78.6287
2015-02-09,97.125,97.335,96.39,96.81,165800,78.5434
2015-02-06,96.075,98.385,96.075,97.125,803900,78.799
2015-02-05,95.445,96.075,95.445,95.55,125700,77.5212
2015-02-04,95.235,95.97,95.235,95.445,143500,77.436
2015-02-03,95.025,95.55,94.605,95.025,88600,77.0953
2015-02-02,95.55,95.55,94.50,94.92,119400,77.01
2015-01-30,95.55,96.18,95.445,95.445,111800,77.436
2015-01-29,96.39,96.39,95.235,95.34,254600,77.3508
2015-01-28,95.76,96.5999,95.55,95.76,260200,77.6915
2015-01-27,95.34,95.865,94.3949,95.76,299000,77.6915
2015-01-26,95.55,95.55,94.71,94.815,235300,76.9249
2015-01-23,96.495,96.495,95.235,95.445,277900,77.436
2015-01-22,95.55,96.705,95.34,95.55,316800,77.5212
2015-01-21,95.34,95.34,94.29,94.50,233700,76.6693
2015-01-20,94.08,95.025,93.45,94.605,254000,76.7545
2015-01-19,96.18,96.18,93.66,93.66,360700,75.9878
2015-01-16,94.50,97.02,93.87,94.92,570500,77.01
2015-01-15,96.5999,97.02,95.445,95.445,581400,77.436
2015-01-14,96.5999,97.86,96.5999,96.81,375900,78.5434
2015-01-13,97.65,98.07,96.81,96.81,470400,78.5434
2015-01-12,98.70,99.12,97.65,97.65,790800,79.2249
2015-01-09,99.54,101.325,99.015,99.75,1286900,80.9287
2015-01-08,97.86,99.645,97.86,98.70,411700,80.0768
2015-01-07,98.8049,99.015,97.335,98.175,322700,79.6509
2015-01-06,95.865,99.12,95.865,97.86,525500,79.3953
2015-01-05,97.65,98.595,97.65,98.49,304300,79.9064
2015-01-02,98.175,98.175,98.175,98.175,000,79.6509
2015-01-01,98.175,98.175,98.175,98.175,000,79.6509
2014-12-31,97.65,98.91,97.335,98.175,271700,79.6509
2014-12-30,99.75,99.96,97.545,97.65,537900,79.2249
2014-12-29,99.54,101.43,99.015,99.015,681400,80.3324
2014-12-26,98.70,99.54,98.28,99.12,353700,80.4176
2014-12-25,99.435,99.96,98.49,98.595,559100,79.9917
2014-12-24,98.70,101.325,98.28,99.435,1700100,80.6732
2014-12-23,97.125,98.175,96.5999,97.23,642300,78.8842
2014-12-22,96.5999,96.81,95.445,96.075,572100,77.9472
2014-12-19,95.34,97.545,94.29,95.025,942400,77.0953
2014-12-18,95.34,95.865,94.29,94.71,436000,76.8397
2014-12-17,96.285,96.5999,93.765,94.605,754300,76.7545
2014-12-16,97.125,97.965,96.075,96.285,437300,78.1175
2014-12-15,95.655,98.49,95.55,98.385,516300,79.8213
2014-12-12,97.545,98.175,96.705,96.915,438200,78.6287
2014-12-11,96.18,97.65,96.18,96.81,363700,78.5434
2014-12-10,98.49,99.645,96.39,96.5999,895500,78.373
2014-12-09,99.75,100.485,98.70,98.91,689600,80.2472
2014-12-08,99.12,102.165,97.65,100.38,1426800,81.4398
2014-12-05,97.125,99.33,96.705,98.07,701900,79.5657
2014-12-04,99.225,99.225,97.02,97.125,839500,78.799
2014-12-03,96.915,99.225,96.18,97.44,2006700,79.0546
2014-12-02,92.295,95.655,91.77,95.55,1218000,77.5212
2014-12-01,91.245,91.245,91.245,91.245,000,74.0285
2014-11-28,92.085,92.40,91.035,91.245,347700,74.0285
2014-11-27,93.975,93.975,91.35,92.085,648300,74.71
2014-11-26,90.30,93.87,89.67,92.925,1235900,75.3915
2014-11-25,89.25,89.88,88.83,89.565,231400,72.6655
2014-11-24,90.615,90.93,88.935,89.25,258000,72.4099
2014-11-21,90.825,91.14,89.565,89.775,325800,72.8359
2014-11-20,89.67,91.14,89.25,90.195,487300,73.1766
2014-11-19,88.83,89.46,88.305,88.935,244600,72.1544
2014-11-18,91.14,91.245,87.57,88.305,728500,71.6432
2014-11-17,90.405,92.82,90.30,90.30,1273800,73.2618
2014-11-14,90.195,90.195,88.725,89.145,382500,72.3247
2014-11-13,90.51,90.825,89.25,89.775,522300,72.8359
2014-11-12,90.30,91.035,88.725,89.25,572000,72.4099
2014-11-11,90.825,91.875,89.355,91.35,1014000,74.1136
2014-11-10,88.62,90.825,88.62,90.30,1508200,73.2618
2014-11-07,83.685,86.10,83.685,86.10,277300,69.8542
2014-11-06,86.835,86.835,82.95,83.685,564400,67.895
2014-11-05,87.15,87.675,86.10,86.31,274500,70.0246
2014-11-04,88.20,88.725,87.15,87.15,510400,70.7061
2014-11-03,87.99,89.25,87.675,87.675,537500,71.1321
2014-10-31,88.62,88.62,87.465,87.675,485600,71.1321
2014-10-30,87.15,88.725,86.625,87.465,1057900,70.9617
2014-10-29,84.525,86.10,84.21,85.5749,475600,69.4283
2014-10-28,80.535,83.055,80.535,82.95,407800,67.2986
2014-10-27,84.84,84.84,80.01,80.43,543900,65.2541
2014-10-24,87.675,87.675,82.95,83.685,836600,67.895
2014-10-23,85.05,86.73,84.84,85.05,334400,69.0024
2014-10-22,84.21,87.045,84.00,85.5749,692000,69.4283
2014-10-21,83.16,84.00,82.53,83.055,206800,67.3838
2014-10-20,82.53,83.895,81.90,82.95,374000,67.2986
2014-10-17,84.21,84.21,81.06,81.48,365300,66.106
2014-10-16,83.265,84.21,79.80,83.16,533100,67.469
2014-10-15,85.47,85.68,82.95,84.00,484800,68.1505
2014-10-14,82.95,85.47,82.11,85.47,587500,69.3431
2014-10-13,85.05,85.89,82.53,82.95,1209300,67.2986
2014-10-10,88.095,88.095,88.095,88.095,000,71.4729
2014-10-09,91.56,92.40,86.415,88.095,785900,71.4729
2014-10-08,91.35,92.715,90.825,91.035,511000,73.8581
2014-10-07,94.50,94.50,91.875,92.40,614600,74.9655
2014-10-06,96.915,96.915,94.92,95.025,445200,77.0953
2014-10-03,92.40,97.23,92.40,96.075,1136500,77.9472
2014-10-02,92.295,92.715,90.615,92.1899,380700,74.7951
2014-10-01,91.77,93.555,91.245,92.715,436000,75.2211
2014-09-30,93.765,94.71,90.51,92.40,783500,74.9655
2014-09-29,95.655,95.655,94.08,94.3949,243700,76.5841
2014-09-26,94.605,95.97,93.555,94.50,581900,76.6693
2014-09-25,95.13,97.86,94.71,95.55,645800,77.5212
2014-09-24,94.50,94.92,94.185,94.605,271500,76.7545
2014-09-23,95.97,95.97,94.605,94.605,512800,76.7545
2014-09-22,97.125,97.125,94.71,95.13,278400,77.1804
2014-09-19,98.175,98.28,96.81,97.125,366400,78.799
2014-09-18,97.65,98.595,96.705,97.125,338400,78.799
2014-09-17,97.125,99.225,96.39,97.65,792000,79.2249
2014-09-16,94.08,96.495,94.08,95.76,707600,77.6915
2014-09-15,94.50,96.285,93.45,93.975,927400,76.2434
2014-09-12,101.0099,101.115,94.50,95.55,2124500,77.5212
2014-09-11,101.22,102.27,99.855,101.0099,704800,81.9509
2014-09-10,100.80,102.27,100.38,101.22,1364100,82.1213
2014-09-09,105.00,106.05,103.425,103.425,666100,83.9103
2014-09-08,104.37,104.37,104.37,104.37,000,84.677
2014-09-05,106.05,107.10,104.055,104.37,849700,84.677
2014-09-04,106.575,107.10,105.525,105.525,782300,85.6141
2014-09-03,109.20,109.20,106.05,106.575,1094900,86.466
2014-09-02,105.525,110.25,105.525,108.675,2012400,88.1697
2014-09-01,106.575,107.6249,104.685,106.05,1022300,86.04
2014-08-29,105.525,108.675,104.58,106.575,893300,86.466
2014-08-28,106.575,106.575,104.265,105.525,769600,85.6141
2014-08-27,106.05,108.15,104.685,106.575,2320300,86.466
2014-08-26,103.005,105.525,102.06,103.95,3341300,84.3362
2014-08-25,101.1112,105.4861,99.6528,105.00,2678500,76.424
2014-08-22,99.1667,101.1112,98.1945,100.6249,1086700,73.2396
2014-08-21,98.6806,98.6806,95.7639,98.1945,1126500,71.4706
2014-08-20,102.5694,104.0278,98.1945,98.6806,1445200,71.8244
2014-08-19,102.5694,103.0555,100.6249,102.0833,922200,74.3011
2014-08-18,103.5416,104.5139,99.6528,101.1112,1713800,73.5935
2014-08-15,99.1667,105.9722,99.1667,103.5416,2712300,75.3625
2014-08-14,101.5972,102.0833,99.1667,99.1667,2879500,72.1782
2014-08-13,94.7916,102.5694,94.7916,102.0833,3118400,74.3011
2014-08-12,97.2222,97.2222,94.7916,95.9583,763800,69.843
2014-08-11,106.0501,106.575,103.005,104.58,1947100,76.1183
2014-08-08,97.65,102.69,96.6001,101.85,1201300,74.1312
2014-08-07,99.7499,100.59,98.07,98.175,604700,71.4564
2014-08-06,102.795,102.795,96.6001,99.7499,1548700,72.6027
2014-08-05,104.7899,104.7899,102.06,102.165,740800,74.3605
2014-08-04,100.80,105.00,100.80,103.74,1255800,75.5068
2014-08-01,99.225,101.22,98.70,100.59,1575200,73.2141
2014-07-31,106.0501,106.0501,101.0101,102.375,1841700,74.5133
2014-07-30,106.0501,109.2001,104.685,105.525,2108300,76.806
2014-07-29,102.375,108.15,101.6399,104.685,4441100,76.1947
2014-07-28,104.475,104.895,100.905,101.535,1690900,73.902
2014-07-25,104.475,106.0501,102.375,104.58,4839200,76.1183
2014-07-24,97.44,103.215,97.02,103.215,7071000,75.1247
2014-07-23,96.4951,96.4951,96.4951,96.4951,000,70.2336
2014-07-22,94.395,96.705,93.03,96.4951,1273500,70.2336
2014-07-21,95.025,95.445,92.505,93.4501,496600,68.0174
2014-07-18,92.925,94.185,92.925,93.87,424200,68.323
2014-07-17,94.50,95.865,93.03,93.3451,704600,67.9409
2014-07-16,95.34,95.655,93.03,94.50,659100,68.7816
2014-07-15,95.55,95.655,93.87,93.87,586600,68.323
2014-07-14,95.34,96.6001,94.185,94.7101,1067400,68.9345
2014-07-11,98.91,100.695,92.40,94.29,3636700,68.6287
2014-07-10,96.6001,98.805,95.235,98.805,4328300,71.9149
2014-07-09,91.665,92.40,90.615,92.40,778000,67.2531
2014-07-08,93.555,93.555,91.5599,92.82,360900,67.5587
2014-07-07,95.445,95.445,91.98,92.82,996800,67.5587
2014-07-04,95.76,97.65,94.815,94.92,1164700,69.0872
2014-07-03,94.50,95.235,93.66,94.7101,508800,68.9345
2014-07-02,97.65,98.28,93.3451,93.555,1863500,68.0937
2014-07-01,95.55,97.65,95.13,96.6001,1638200,70.3101
2014-06-30,93.03,95.97,92.19,94.605,1127100,68.858
2014-06-27,91.98,93.135,91.35,92.085,617000,67.0238
2014-06-26,91.14,93.24,91.14,91.5599,786300,66.6416
2014-06-25,91.875,92.19,90.615,90.93,607000,66.1831
2014-06-24,90.93,91.98,90.8251,91.35,498200,66.4889
2014-06-23,96.6001,96.6001,90.30,90.30,1931200,65.7246
2014-06-20,94.50,96.4951,94.50,94.50,945400,68.7816
2014-06-19,95.445,96.285,93.9751,94.50,1175100,68.7816
2014-06-18,97.65,99.7499,95.025,95.025,3717700,69.1637
2014-06-17,92.715,96.6001,92.715,96.075,2363400,69.9279
2014-06-16,91.35,93.87,90.30,92.715,1296900,67.4824
2014-06-13,93.4501,93.555,91.14,91.245,1808900,66.4124
2014-06-12,95.025,96.4951,93.66,93.66,1153800,68.1702
2014-06-11,94.92,96.075,93.4501,94.605,1414500,68.858
2014-06-10,96.39,96.4951,93.4501,93.9751,1881600,68.3995
2014-06-09,93.765,97.965,92.925,95.34,3366000,69.3929
2014-06-06,92.82,95.76,90.72,91.875,4251800,66.871
2014-06-05,84.84,90.72,84.84,90.72,3743800,66.0303
2014-06-04,84.735,85.89,84.105,84.84,764800,61.7505
2014-06-03,86.10,87.15,84.63,84.735,2035900,61.6741
2014-06-02,83.58,83.58,83.58,83.58,000,60.8335
2014-05-30,82.95,85.05,82.11,83.58,1905800,60.8335
2014-05-29,80.1151,82.11,80.01,81.48,701900,59.305
2014-05-28,81.3749,82.215,80.01,80.01,668200,58.2351
2014-05-27,82.11,82.11,81.06,81.06,373200,58.9993
2014-05-26,81.69,83.37,80.955,82.0049,607700,59.6871
2014-05-23,81.795,81.90,80.85,80.955,469600,58.9229
2014-05-22,80.85,81.90,79.59,81.3749,628600,59.2285
2014-05-21,80.85,81.48,79.80,80.01,825600,58.2351
2014-05-20,78.435,80.22,78.015,79.80,527400,58.0822
2014-05-19,77.385,78.015,77.385,77.70,163400,56.5537
2014-05-16,78.2249,78.2249,76.65,77.28,304000,56.248
2014-05-15,77.91,78.75,76.65,78.2249,469500,56.9358
2014-05-14,77.07,78.75,76.23,77.91,462900,56.7066
2014-05-13,78.75,79.695,75.285,76.23,966100,55.4838
2014-05-12,83.79,83.79,78.435,78.435,1796200,57.0887
2014-05-09,82.74,85.05,81.69,84.21,1344100,61.292
2014-05-08,82.74,83.79,81.69,82.32,746500,59.9164
2014-05-07,81.3749,85.575,81.06,83.475,1619200,60.757
2014-05-06,82.95,82.95,80.325,81.90,935500,59.6107
2014-05-05,83.475,83.79,81.165,82.6351,1688600,60.1457
2014-05-02,79.275,82.6351,78.54,81.90,2626400,59.6107
2014-05-01,78.435,78.435,78.435,78.435,000,57.0887
2014-04-30,77.805,80.325,77.175,78.435,1845000,57.0887
2014-04-29,75.18,77.5949,75.18,77.385,547000,56.3245
2014-04-28,74.865,75.915,73.92,75.18,686000,54.7195
2014-04-25,77.49,78.2249,74.55,75.915,1449300,55.2545
2014-04-24,75.285,78.2249,75.285,76.65,1132200,55.7895
2014-04-23,75.81,75.915,75.18,75.285,182500,54.796
2014-04-22,76.02,76.125,75.0751,75.285,207000,54.796
2014-04-21,75.18,75.81,74.55,75.81,213400,55.1781
2014-04-18,75.60,76.02,75.18,75.18,190700,54.7195
2014-04-17,76.125,76.125,74.865,75.0751,208600,54.6432
2014-04-16,74.76,75.60,74.4449,74.865,222200,54.4903
2014-04-15,74.865,75.285,74.55,74.655,208800,54.3374
2014-04-14,76.44,76.44,74.55,74.55,301600,54.261
2014-04-11,76.65,77.175,75.39,75.81,604800,55.1781
2014-04-10,78.54,78.75,76.755,77.175,1453800,56.1716
2014-04-09,74.13,76.86,74.025,76.65,515600,55.7895
2014-04-08,74.235,74.34,73.8151,73.92,146200,53.8024
2014-04-07,73.71,74.235,73.605,73.92,215600,53.8024
2014-04-04,74.76,74.76,74.76,74.76,000,54.4139
2014-04-03,75.495,75.495,74.4449,74.76,242100,54.4139
2014-04-02,75.39,76.125,74.865,74.97,423400,54.5667
2014-04-01,75.0751,75.18,74.655,74.97,217700,54.5667
2014-03-31,74.76,75.285,74.34,74.97,300600,54.5667
2014-03-28,73.29,74.865,73.29,73.8151,528800,53.7261
2014-03-27,74.025,74.025,72.975,73.29,202400,53.3439
2014-03-26,72.975,73.8151,72.975,73.50,110200,53.4968
2014-03-25,72.975,73.92,72.45,73.29,113400,53.3439
2014-03-24,72.765,72.975,71.505,72.975,116800,53.1147
2014-03-21,73.50,73.8151,72.555,73.1849,175800,53.2675
2014-03-20,72.87,73.71,72.03,72.45,295400,52.7326
2014-03-19,74.865,74.865,72.975,73.0801,482000,53.1911
2014-03-18,76.125,76.3351,74.55,74.76,424200,54.4139
2014-03-17,74.025,75.81,73.605,75.60,667500,55.0253
2014-03-14,73.395,74.235,72.975,73.50,236100,53.4968
2014-03-13,73.395,73.92,72.975,73.50,320900,53.4968
2014-03-12,74.55,74.55,72.975,73.395,371200,53.4203
2014-03-11,74.55,75.0751,73.8151,74.55,407000,54.261
2014-03-10,74.4449,74.97,73.71,74.34,848500,54.1082
2014-03-07,73.92,73.92,72.03,73.50,573400,53.4968
2014-03-06,72.135,72.975,71.715,72.975,406000,53.1147
2014-03-05,71.40,72.765,71.085,72.135,406500,52.5032
2014-03-04,70.455,71.295,70.455,70.665,350600,51.4333
2014-03-03,71.61,72.24,69.825,70.875,858400,51.5862
2014-02-28,73.395,73.395,73.395,73.395,000,53.4203
2014-02-27,74.34,74.55,73.0801,73.395,693200,53.4203
2014-02-26,74.76,74.865,74.13,74.34,331600,54.1082
2014-02-25,74.865,75.60,74.76,74.76,277800,54.4139
2014-02-24,75.60,75.60,74.655,74.76,190500,54.4139
2014-02-21,75.18,75.81,74.865,74.865,325600,54.4903
2014-02-20,74.655,76.86,74.655,74.97,625000,54.5667
2014-02-19,74.4449,74.865,74.13,74.55,224600,54.261
2014-02-18,74.76,74.76,74.025,74.025,171500,53.8789
2014-02-17,74.025,75.285,74.025,74.4449,205600,54.1845
2014-02-14,74.4449,74.76,73.605,74.025,246300,53.8789
2014-02-13,76.125,76.125,73.8151,73.8151,293900,53.7261
2014-02-12,75.60,76.44,75.285,75.285,340400,54.796
2014-02-11,76.65,76.65,75.285,75.285,421900,54.796
2014-02-10,76.755,77.70,76.125,76.23,734600,55.4838
2014-02-07,74.4449,76.545,74.235,75.60,499500,55.0253
2014-02-06,74.4449,74.4449,73.50,74.235,246100,54.0318
2014-02-05,72.345,74.4449,72.345,73.395,336200,53.4203
2014-02-04,74.76,74.76,74.76,74.76,000,54.4139
2014-02-03,74.76,74.76,74.76,74.76,000,54.4139
2014-01-31,74.76,74.76,74.76,74.76,000,54.4139
2014-01-30,74.76,74.76,74.76,74.76,000,54.4139
2014-01-29,74.76,74.76,74.76,74.76,000,54.4139
2014-01-28,74.76,74.76,74.76,74.76,000,54.4139
2014-01-27,75.285,75.39,74.13,74.76,432100,54.4139
2014-01-24,75.39,75.60,74.4449,75.60,272300,55.0253
2014-01-23,74.655,75.60,74.025,75.60,317200,55.0253
2014-01-22,75.0751,75.0751,74.235,74.55,292100,54.261
2014-01-21,75.39,76.3351,75.0751,75.0751,180300,54.6432
2014-01-20,77.175,77.175,75.39,75.39,321100,54.8724
2014-01-17,74.235,77.385,74.025,76.3351,557900,55.5603
2014-01-16,76.44,76.44,74.97,74.97,256200,54.5667
2014-01-15,74.76,75.39,74.235,75.39,268700,54.8724
2014-01-14,74.55,75.81,74.13,74.235,385500,54.0318
2014-01-13,76.44,78.54,74.865,74.865,493800,54.4903
2014-01-10,77.91,78.015,76.02,76.125,571200,55.4074
2014-01-09,79.905,80.325,77.175,77.28,984300,56.248
2014-01-08,79.17,80.325,77.175,79.4851,1488100,57.853
2014-01-07,76.755,79.59,76.755,78.75,1175400,57.318
2014-01-06,79.38,80.01,76.23,76.9651,1225500,56.0188
2014-01-03,76.3351,81.3749,75.7049,79.38,3059600,57.7765
2014-01-02,72.45,76.3351,72.45,76.3351,2588700,55.5603
2014-01-01,71.40,71.40,71.40,71.40,000,51.9683
2013-12-31,70.875,72.03,70.77,71.40,341500,51.9683
2013-12-30,71.61,71.61,70.35,70.77,459900,51.5097
2013-12-27,72.24,72.24,70.455,71.085,583000,51.739
2013-12-26,71.925,72.765,71.61,71.8201,487400,52.274
2013-12-25,71.40,72.345,70.875,71.505,550600,52.0447
2013-12-24,71.505,71.61,70.5601,70.665,294800,51.4333
2013-12-23,70.245,72.135,70.14,71.715,506200,52.1976
2013-12-20,69.09,71.085,68.46,69.825,457300,50.8219
2013-12-19,68.25,69.09,68.145,68.985,363300,50.2105
2013-12-18,69.09,69.09,67.725,68.0401,363000,49.5228
2013-12-17,69.825,70.14,68.775,68.775,309600,50.0577
2013-12-16,71.40,71.40,69.405,69.405,313000,50.5162
2013-12-13,69.405,71.40,69.405,71.40,445600,51.9683
2013-12-12,70.14,70.455,68.25,69.405,452100,50.5162
2013-12-11,74.55,74.55,70.455,70.455,1105800,51.2805
2013-12-10,72.66,74.865,71.925,74.4449,1552600,54.1845
2013-12-09,73.50,73.8151,70.665,72.66,967300,52.8854
2013-12-06,73.1849,74.025,70.455,72.66,1173800,52.8854
2013-12-05,72.975,74.97,71.505,73.1849,2670100,53.2675
2013-12-04,66.1501,70.14,66.045,70.14,1541100,51.0512
2013-12-03,66.675,66.675,65.625,65.625,608300,47.7649
2013-12-02,66.36,66.885,66.36,66.465,531800,48.3764
2013-11-29,65.625,66.57,65.31,66.1501,546700,48.1471
2013-11-28,65.415,66.255,65.31,65.415,890400,47.6121
2013-11-27,68.25,68.25,65.31,65.415,2808900,47.6121
2013-11-26,70.5601,71.40,68.2605,70.5601,284500,51.3569
2013-11-25,68.5546,69.2895,68.103,68.5546,135600,49.8972
2013-11-22,68.355,69.825,68.355,68.355,72500,49.752
2013-11-21,69.195,71.3895,68.25,69.195,266100,50.3634
2013-11-20,71.085,72.975,70.6124,71.085,161600,51.739
2013-11-19,72.345,72.4395,71.6205,72.345,131700,52.6561
2013-11-18,71.925,72.4395,71.6205,71.925,114500,52.3504
2013-11-15,71.7046,71.715,70.35,71.7046,112500,52.19
2013-11-14,70.581,70.8225,69.4156,70.581,134100,51.3722
2013-11-13,70.8225,71.505,70.245,70.8225,90200,51.5479
2013-11-12,71.106,72.45,71.106,71.106,90000,51.7543
2013-11-11,72.45,72.45,71.9879,72.45,53900,52.7326
2013-11-08,72.5445,72.8175,72.1561,72.5445,128100,52.8013
2013-11-07,72.45,72.7545,72.135,72.45,28300,52.7326
2013-11-06,72.702,73.1745,72.135,72.702,75100,52.9159
2013-11-05,73.1745,73.1745,72.1455,73.1745,50200,53.2598
2013-11-04,73.1849,73.71,72.513,73.1849,146400,53.2675
2013-11-01,73.6995,73.7624,73.0801,73.6995,57400,53.6419
2013-10-31,73.752,73.752,73.29,73.752,50800,53.6802
2013-10-30,73.3004,74.802,73.3004,73.3004,50100,53.3515
2013-10-29,74.802,75.3795,74.403,74.802,125100,54.4445
2013-10-28,74.655,75.60,73.4895,74.655,125500,54.3374
2013-10-25,73.4895,73.4895,72.45,73.4895,63300,53.4891
2013-10-24,72.765,73.0695,71.8305,72.765,75500,52.9618
2013-10-23,72.24,72.555,71.6205,72.24,85200,52.5797
2013-10-22,71.925,72.7545,71.40,71.925,90500,52.3504
2013-10-21,72.7125,73.6995,72.45,72.7125,94800,52.9236
2013-10-18,73.395,73.8151,73.0801,73.395,92500,53.4203
2013-10-17,73.50,74.8546,73.29,73.50,141900,53.4968
2013-10-16,74.8546,75.915,74.235,74.8546,115700,54.4827
2013-10-15,75.60,76.125,75.285,75.60,91900,55.0253
2013-10-14,75.60,77.07,74.655,75.60,67900,55.0253
2013-10-11,77.07,77.28,76.3351,77.07,65100,56.0952
2013-10-10,76.8496,76.8496,76.8496,76.8496,000,55.9347
2013-10-09,76.8496,77.1645,76.1355,76.8496,43700,55.9347
2013-10-08,76.6395,76.6395,75.978,76.6395,30200,55.7819
2013-10-07,76.23,77.385,74.55,76.23,134100,55.4838
2013-10-04,77.3955,78.0045,77.3955,77.3955,76100,56.3321
2013-10-03,77.8995,78.54,77.175,77.8995,254400,56.699
2013-10-02,77.805,77.952,77.385,77.805,81000,56.6301
2013-10-01,77.847,78.015,77.448,77.847,55600,56.6607
2013-09-30,77.5005,78.2249,77.5005,77.5005,40900,56.4085
2013-09-27,77.70,78.54,77.5949,77.70,104800,56.5537
2013-09-26,78.0045,78.2145,76.6605,78.0045,51100,56.7754
2013-09-25,78.2249,78.75,77.175,78.2249,133000,56.9358
2013-09-24,77.49,77.49,76.3981,77.49,103800,56.4009
2013-09-23,76.902,77.1645,76.3981,76.902,34700,55.9729
2013-09-20,76.65,76.65,76.65,76.65,000,55.7895
2013-09-18,76.65,76.9651,76.3981,76.65,16400,55.7895
2013-09-17,76.9126,76.9545,76.3455,76.9126,66600,55.9806
2013-09-16,76.65,77.2695,76.65,76.65,63700,55.7895
2013-09-13,76.6605,77.28,76.65,76.6605,53400,55.7971
2013-09-12,76.65,77.70,76.65,76.65,33100,55.7895
2013-09-11,76.5345,78.015,75.60,76.5345,146100,55.7054
2013-09-10,78.2985,79.17,77.385,78.2985,199000,56.9894
